,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
31800,leads,lead,VERB,,Sing,3,Pres,,,1,['leads'],[5260],6,6,Third-Person Present Tense Verb,"it is also that circle that leads the way in blaming everybody outside the mo ##sle ##m world , for the mis ##eries of the region .","It is also that circle that leads the way in blaming everybody outside the Moslem world , for the miseries of the region ."
31896,makes,make,VERB,,Sing,3,Pres,,,1,['makes'],[3084],12,12,Third-Person Present Tense Verb,"figurative ##ly speaking , this outer circle is the guardian , which makes sure that the people look and listen inward ##s to the inner circle of terror and inc ##ite ##ment , rather than to the world outside .","Figuratively speaking , this outer circle is the guardian , which makes sure that the people look and listen inwards to the inner circle of terror and incitement , rather than to the world outside ."
32148,generations,generation,NOUN,,Plur,,,,,1,['generations'],[8213],29,29,Plural Noun,"half of the population of the arab world is under the age of 20 , the most rec ##eptive age to inc ##ite ##ment , guarantee ##ing two more generations of blind hatred .","Half of the population of the Arab world is under the age of 20 , the most receptive age to incitement , guaranteeing two more generations of blind hatred ."
32268,lives,live,VERB,,Sing,3,Pres,,,1,['lives'],[3268],6,6,Third-Person Present Tense Verb,"mrs . ara ##fat , who lives in paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt palestinian authority , while a typical local ring ##leader of the al - ak ##sa brigade , reporting to ara ##fat , receives only a cash payment of a couple of hundred dollars , for performing murders at the retail level .","Mrs. Arafat , who lives in Paris with her daughter , receives tens of thousands of dollars per month from the allegedly bankrupt Palestinian Authority , while a typical local ringleader of the Al - Aksa brigade , reporting to Arafat , receives only a cash payment of a couple of hundred dollars , for performing murders at the retail level ."
32702,believes,believe,VERB,,Sing,3,Pres,,,1,['believes'],[7164],3,3,Third-Person Present Tense Verb,"the civilized world believes in democracy , the rule of law , including international law , human rights , free speech and free press , among other liberties .","The civilized world believes in democracy , the rule of law , including international law , human rights , free speech and free press , among other liberties ."
32818,serves,serve,VERB,,Sing,3,Pres,,,1,['serves'],[4240],7,7,Third-Person Present Tense Verb,"do you raid a mosque , which serves as a terrorist ammunition storage ?","Do you raid a mosque , which serves as a terrorist ammunition storage ?"
32874,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,"suppose , for the sake of discussion , that someone would openly stay in a well - known address in te ##her ##an , hosted by the iranian government and financed by it , executing one at ##rocity after another in spain or in france , killing hundreds of innocent people , accepting responsibility for the crimes , promising in public tv interviews to do more of the same , while the government of iran issues public condemnation ##s of his acts but continues to host him , invite him to official functions and treat him as a great dig ##ni ##tary .","Suppose , for the sake of discussion , that someone would openly stay in a well - known address in Teheran , hosted by the Iranian Government and financed by it , executing one atrocity after another in Spain or in France , killing hundreds of innocent people , accepting responsibility for the crimes , promising in public TV interviews to do more of the same , while the Government of Iran issues public condemnations of his acts but continues to host him , invite him to official functions and treat him as a great dignitary ."
34523,illusions,illusion,NOUN,,Plur,,,,,1,['illusions'],[24883],10,10,Plural Noun,the problem is that the civilized world is still having illusions about the rule of law in a totally law ##less environment .,The problem is that the civilized world is still having illusions about the rule of law in a totally lawless environment .
34633,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],7,7,Third-Person Present Tense Verb,"in the same way that no country has a law against can ##ni ##bal ##s eating its prime minister , because such an act is un ##thi ##nka ##ble , international law does not address killers shooting from hospitals , mosques and ambulance ##s , while being protected by their government or society .","In the same way that no country has a law against cannibals eating its prime minister , because such an act is unthinkable , international law does not address killers shooting from hospitals , mosques and ambulances , while being protected by their Government or society ."
35056,sends,send,VERB,,Sing,3,Pres,,,1,['sends'],[10255],10,10,Third-Person Present Tense Verb,"international law does not know how to handle someone who sends children to throw stones , stands behind them and shoots with immunity and can not be arrested because he is sheltered by a government .","International law does not know how to handle someone who sends children to throw stones , stands behind them and shoots with immunity and can not be arrested because he is sheltered by a Government ."
35452,murderers,murderer,NOUN,,Plur,,,,,1,['murderers'],[28882],12,12,Plural Noun,"international law does not know how to deal with a leader of murderers who is royal ##ly and comfortably hosted by a country , which pretend ##s to condemn his acts or just claims to be too weak to arrest him .","International law does not know how to deal with a leader of murderers who is royally and comfortably hosted by a country , which pretends to condemn his acts or just claims to be too weak to arrest him ."
35892,crooks,crook,NOUN,,Plur,,,,,1,"['crook', '##s']","[19302, 2015]",8,9,Plural Noun,"the amazing thing is that all of these crook ##s demand protection under international law , and define all those who attack them as "" war criminals , "" with some western media repeating the allegations .","The amazing thing is that all of these crooks demand protection under international law , and define all those who attack them as "" war criminals , "" with some Western media repeating the allegations ."
36144,applies,apply,VERB,,Sing,3,Pres,,,2,['applies'],[12033],8,8,Third-Person Present Tense Verb,this is a significant strategic change and it applies strong pressure on the terrorist countries .,This is a significant strategic change and it applies strong pressure on the terrorist countries .
36192,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],2,2,Third-Person Present Tense Verb,it definitely has ambitions to rule vast areas and to expand in all directions .,It definitely has ambitions to rule vast areas and to expand in all directions .
36237,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],1,1,Third-Person Present Tense Verb,it has an ideology which claims supremacy over western culture .,It has an ideology which claims supremacy over Western culture .
36259,serves,serve,VERB,,Sing,3,Pres,,,1,['serves'],[4240],2,2,Third-Person Present Tense Verb,"when it serves their business needs , all of them collaborate beautifully .","When it serves their business needs , all of them collaborate beautifully ."
36298,matters,matter,VERB,,Sing,3,Pres,,,1,['matters'],[5609],1,1,Third-Person Present Tense Verb,what matters is that the terrorists believe that they caused the result and that they won by driving spain out of iraq .,What matters is that the terrorists believe that they caused the result and that they won by driving Spain out of Iraq .
36436,takes,take,VERB,,Sing,3,Pres,,,1,['takes'],[3138],4,4,Third-Person Present Tense Verb,"but the longer it takes us to understand the new landscape of this war , the more costly and painful the victory will be .","But the longer it takes us to understand the new landscape of this war , the more costly and painful the victory will be ."
36561,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,""" the prophet ' s guidance , "" says michael sc ##he ##uer , an al - qaeda analyst who recently retired from the cia and once headed its bin laden unit , "" was always , before you attack someone , warn them very clearly . . . "" the ant ##hra ##x mail ##ings followed the pattern of letters they sent in january 1997 to newspaper branches in washington , d . c . and new york city , as well as symbolic targets .",""" The Prophet 's guidance , "" says Michael Scheuer , an al - Qaeda analyst who recently retired from the CIA and once headed its Bin Laden unit , "" was always , Before you attack someone , warn them very clearly ... "" The anthrax mailings followed the pattern of letters they sent in January 1997 to newspaper branches in Washington , D.C. and New York City , as well as symbolic targets ."
37245,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],1,1,Third-Person Present Tense Verb,there is a risk that observers under ##est ##imate the time that al qaeda has had to make progress in such recruitment and research and development .,There is a risk that observers underestimate the time that Al Qaeda has had to make progress in such recruitment and research and development .
37495,superiors,superior,NOUN,,Plur,,,,,1,['superiors'],[22983],20,20,Plural Noun,"zac ##aria ##s mo ##uss ##ao ##ui , never the sharpe ##st tool in the shed and thought by his superiors to be unreliable , has told the judge at his trial in a filing that he wants "" ant ##hra ##x for jew sy ##mp ##athi ##zer only . ""","Zacarias Moussaoui , never the sharpest tool in the shed and thought by his superiors to be unreliable , has told the judge at his trial in a filing that he wants "" anthrax for Jew sympathizer only . """
37815,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",7,8,Genitive Case,""" what we know is that he ' s always said it was a religious obligation to have the same weapons as their enemies , "" former cia ob ##l unit counter terrorism chief michael sc ##he ##uer has said .",""" What we know is that he 's always said it was a religious obligation to have the same weapons as their enemies , "" former CIA OBL unit counter terrorism chief Michael Scheuer has said ."
38148,contains,contain,VERB,,Sing,3,Pres,,,1,['contains'],[3397],14,14,Third-Person Present Tense Verb,"the wall street journal reported that a computer used by za ##wa ##hir ##i contains a june 1999 memo that "" said the program should seek cover and talent in educational institutions , which it said were ' more beneficial to us and allow easy access to specialists , which will greatly benefit us in the first stage , god willing . ' ' '","The Wall Street Journal reported that a computer used by Zawahiri contains a June 1999 memo that "" said the program should seek cover and talent in educational institutions , which it said were ' more beneficial to us and allow easy access to specialists , which will greatly benefit us in the first stage , God willing . ' ''"
38941,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,"( khalid mohammed ' s involvement dates back to bo ##jin ##ka , as does ham ##bal ##i ' s ) .","( Khalid Mohammed 's involvement dates back to Bojinka , as does Hambali 's ) ."
38989,reports,report,VERB,,Sing,3,Pres,,,1,['reports'],[4311],14,14,Third-Person Present Tense Verb,"in fall 2004 , ms ##nbc , relying on an unnamed fbi spokesperson , reports that the fbi has narrowed the pool of labs known to have had ames that was a match from 16 to 4 but can not rule out that it was made overseas .","In Fall 2004 , MSNBC , relying on an unnamed FBI spokesperson , reports that the FBI has narrowed the pool of labs known to have had Ames that was a match from 16 to 4 but can not rule out that it was made overseas ."
39553,comments,comment,NOUN,,Plur,,,,,1,['comments'],[7928],6,6,Plural Noun,"at least according to the public comments by bio ##we ##ap ##one ##er experts william patrick and kenneth ali ##bek , under the optimal method , there is no electro ##static charge .","At least according to the public comments by bioweaponeer experts William Patrick and Kenneth Alibek , under the optimal method , there is no electrostatic charge ."
39607,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],1,1,Third-Person Present Tense Verb,ji has ties with the mor ##o front .,JI has ties with the Moro Front .
39615,symbolizes,symbolize,VERB,,Sing,3,Pres,,,1,"['symbol', '##izes']","[6454, 10057]",2,3,Third-Person Present Tense Verb,"( green symbol ##izes "" islam "" and prophet mohammed ' s holy war ) .","( Green symbolizes "" Islam "" and Prophet Mohammed 's holy war ) ."
39643,receives,receive,VERB,,Sing,3,Pres,,,1,['receives'],[8267],21,21,Third-Person Present Tense Verb,"yet all you read about at the time was the arrest of the son ahmed abdul q ##ado ##os , who receives a st ##ipe ##nd from the un for being officially low - iq due to lead poisoning .","Yet all you read about at the time was the arrest of the son Ahmed Abdul Qadoos , who receives a stipend from the UN for being officially low - IQ due to lead poisoning ."
39895,authorities,authority,NOUN,,Plur,,,,,2,['authorities'],[4614],6,6,Plural Noun,"it was khalid mohammed who told authorities about aa ##fia sid ##di ##qui , who has a phd from brand ##eis in ne ##uro ##logy .","It was Khalid Mohammed who told authorities about Aafia Siddiqui , who has a PhD from Brandeis in neurology ."
39955,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,the family ' s lawyer advises me that aa ##fia did not have enough money to pay for air ##fare tickets for herself and the kids and called is ##mat from the train station .,The family 's lawyer advises me that Aafia did not have enough money to pay for airfare tickets for herself and the kids and called Ismat from the train station .
40110,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,the family ' s attorney advises me that aa ##fia had no knowledge of chemicals ( and that would not appear to be her training ) .,The family 's attorney advises me that Aafia had no knowledge of chemicals ( and that would not appear to be her training ) .
40235,reports,report,NOUN,,Plur,,,,,1,['reports'],[4311],5,5,Plural Noun,a senior do ##j official reports that ad ##nan has experience as a commercial pilot .,A senior DOJ official reports that Adnan has experience as a commercial pilot .
40277,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],6,6,Third-Person Present Tense Verb,the united states truly no longer has time for faulty analysis or politically - based pre ##con ##ception ##s .,The United States truly no longer has time for faulty analysis or politically - based preconceptions .
40345,appears,appear,VERB,,Sing,3,Pres,,,1,['appears'],[3544],10,10,Third-Person Present Tense Verb,the hi ##jack ##er ahmed al ##ha ##z ##na ##wi appears to have contracted cut ##aneous ant ##hra ##x in afghanistan .,The hijacker Ahmed Alhaznawi appears to have contracted cutaneous anthrax in Afghanistan .
40384,remains,remain,VERB,,Sing,3,Pres,,,1,['remains'],[3464],4,4,Third-Person Present Tense Verb,"iraq , however , remains a possible source of the ames .","Iraq , however , remains a possible source of the Ames ."
40396,members,member,NOUN,,Plur,,,,,1,['members'],[2372],2,2,Plural Noun,"al qaeda members and sy ##mp ##athi ##zers feel that the fbi ' s involvement in countries like egypt , saudi arabia , pakistan , indonesia , and the philippines interfere ##s with the sovereignty of those countries .","Al Qaeda members and sympathizers feel that the FBI 's involvement in countries like Egypt , Saudi Arabia , Pakistan , Indonesia , and the Philippines interferes with the sovereignty of those countries ."
40498,leaders,leader,NOUN,,Plur,,,,,1,['leaders'],[4177],8,8,Plural Noun,"this extra ##dition and imprisonment of al qaeda leaders , along with us support for israel and the mu ##bara ##k government in egypt , remains foremost in the mind of dr . za ##wa ##hir ##i .","This extradition and imprisonment of Al Qaeda leaders , along with US support for Israel and the Mubarak government in Egypt , remains foremost in the mind of Dr. Zawahiri ."
40560,weapons,weapon,NOUN,,Plur,,,,,1,['weapons'],[4255],9,9,Plural Noun,"at the height of the development of his biological weapons program , his brother was extra ##dit ##ed pursuant to a death sentence in the "" albanian return ##ees "" case ( now he faces re ##tri ##al ) .","At the height of the development of his biological weapons program , his brother was extradited pursuant to a death sentence in the "" Albanian returnees "" case ( now he faces retrial ) ."
40770,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",2,3,Genitive Case,the fbi ' s profile includes a us - based supporter of the militant islamist ##s .,The FBI 's profile includes a US - based supporter of the militant islamists .
40800,media,medium,NOUN,,Plur,,,,,-1,['media'],[2865],1,1,Plural Noun,"the media has tended to overlook the fact that when the fbi uses the word "" domestic "" the word includes a us - based , highly - educated supporter of the militant islamist ##s .","The media has tended to overlook the fact that when the FBI uses the word "" domestic "" the word includes a US - based , highly - educated supporter of the militant islamists ."
41010,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],1,1,Third-Person Present Tense Verb,"there is an emerging consensus that ant ##hra ##x was contained in a letter to ami , the publisher of the national en ##qui ##rer - - in a goofy love letter to jennifer lopez en ##cl ##osing a star of david and proposing marriage .","There is an emerging consensus that anthrax was contained in a letter to AMI , the publisher of the National Enquirer -- in a goofy love letter to Jennifer Lopez enclosing a Star of David and proposing marriage ."
41283,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,"a report by the center for disease control of interviews with ami employees ( as well as detailed interviews by author leonard cole ) supports the conclusion that there were not one , but two , such mail ##ings containing ant ##hra ##x .","A report by the Center for Disease Control of interviews with AMI employees ( as well as detailed interviews by author Leonard Cole ) supports the conclusion that there were not one , but two , such mailings containing anthrax ."
41570,recalls,recall,VERB,,Sing,3,Pres,,,1,['recalls'],[17722],5,5,Third-Person Present Tense Verb,( news assistant bobby bender recalls the letter containing the items to have been addressed to the sun . ),( News assistant Bobby Bender recalls the letter containing the items to have been addressed to The Sun . )
41670,likes,like,VERB,,Sing,3,Pres,,,1,['likes'],[7777],4,4,Third-Person Present Tense Verb,just because al qaeda likes its truck bombs and the like to be effective does not mean they do not see the value in a deadly miss ##ive .,Just because Al Qaeda likes its truck bombs and the like to be effective does not mean they do not see the value in a deadly missive .
41838,'s,be,VERB,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Third-Person Present Tense Verb,"there ' s even a chapter titled "" poisonous letter "" in the al qaeda manual .","There 's even a chapter titled "" Poisonous Letter "" in the Al Qaeda manual ."
41870,refers,refer,VERB,,Sing,3,Pres,,,1,['refers'],[5218],19,19,Third-Person Present Tense Verb,"a fa ##q on the az ##zam publications website explained that "" in the hearts of green birds "" refers to what is inside .","A FAQ on the Azzam Publications website explained that "" In the Hearts of Green Birds "" refers to what is inside ."
41939,symbolizes,symbolize,VERB,,Sing,3,Pres,,,1,"['symbol', '##izes']","[6454, 10057]",1,2,Third-Person Present Tense Verb,green symbol ##izes islam and was the prophet mohammed ' s color .,Green symbolizes Islam and was the Prophet Mohammed 's color .
41961,means,mean,VERB,,Sing,3,Pres,,,1,['means'],[2965],3,3,Third-Person Present Tense Verb,""" dale "" means "" river valley . """,""" Dale "" means "" river valley . """
41970,refers,refer,VERB,,Sing,3,Pres,,,1,['refers'],[5218],3,3,Third-Person Present Tense Verb,"green ##dale likely refers to green river valley - - i . e . , cairo ' s egyptian islamic jihad or the islamic group .","Greendale likely refers to green river valley -- i.e. , Cairo 's Egyptian Islamic Jihad or the Islamic Group ."
41990,explains,explain,VERB,,Sing,3,Pres,,,1,['explains'],[7607],8,8,Third-Person Present Tense Verb,in a had ##ith the messenger of allah explains that the souls of the martyrs are in the hearts of green birds that fly wherever they please in the paradise .,In a Hadith the Messenger of Allah explains that the souls of the martyrs are in the hearts of green birds that fly wherever they please in the Paradise .
42110,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],9,9,Third-Person Present Tense Verb,"as to opportunity , though seldom reported , there is a wealth of "" open source "" information about possible al qaeda or egyptian islamic jihad or egyptian islamic group in the united states and canada .","As to opportunity , though seldom reported , there is a wealth of "" open source "" information about possible Al Qaeda or Egyptian Islamic Jihad or Egyptian Islamic Group in the United States and Canada ."
42184,relates,relate,VERB,,Sing,3,Pres,,,1,['relates'],[14623],4,4,Third-Person Present Tense Verb,the public information mostly relates to those suspected sleeper ##s who have been detained or who are at large and are being sought .,The public information mostly relates to those suspected sleepers who have been detained or who are at large and are being sought .
42368,seems,seem,VERB,,Sing,3,Pres,,,1,['seems'],[3849],9,9,Third-Person Present Tense Verb,"finally , the "" hat ##fi ##ll theory "" seems to have been exhausted or at least lost public favor .","Finally , the "" Hatfill theory "" seems to have been exhausted or at least lost public favor ."
42463,leaks,leak,NOUN,,Plur,,,,,1,['leaks'],[29324],4,4,Plural Noun,"given the regret ##table leaks that he was under suspicion , it is only fair that the fbi leak with equal enthusiasm the fact that dr . hat ##fi ##ll has now been dropped as a suspect if and when that proves to be the case .","Given the regrettable leaks that he was under suspicion , it is only fair that the FBI leak with equal enthusiasm the fact that Dr. Hatfill has now been dropped as a suspect if and when that proves to be the case ."
42979,calls,call,NOUN,,Plur,,,,,1,['calls'],[4455],12,12,Plural Noun,"of course , you would then be in a position to sell calls again if the stock makes a bounce .","Of course , you would then be in a position to sell calls again if the stock makes a bounce ."
43063,boys,boy,NOUN,,Plur,,,,,1,['boys'],[3337],8,8,Plural Noun,my only concern is that we take the boys away from their overwhelming task .,My only concern is that we take the boys away from their overwhelming task .
43183,comparisons,comparison,NOUN,,Plur,,,,,1,['comparisons'],[18539],5,5,Plural Noun,"i understand all of those comparisons , however , the reality is if we lose dean ( which we will if we do n ' t pay 65 k + 10 k ) , we will end up hiring a replacement at 75 - 80 k .","I understand all of those comparisons , however , the reality is if we lose Dean ( which we will if we do n't pay 65 k + 10 k ) , we will end up hiring a replacement at 75 - 80 k ."
43588,seems,seem,VERB,,Sing,3,Pres,,,1,['seems'],[3849],3,3,Third-Person Present Tense Verb,"i know it seems like a stretch , but the market for hourly traders is very strong right now .","I know it seems like a stretch , but the market for hourly traders is very strong right now ."
43668,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,the conference will also discuss what it will take in legislative action and regulatory initiative to achieve an efficient regime for ensuring that the nation has a reliable grid and regional trading system .,The conference will also discuss what it will take in legislative action and regulatory initiative to achieve an efficient regime for ensuring that the nation has a reliable grid and regional trading system .
43906,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],1,1,Third-Person Present Tense Verb,who has the 2000 tax return file for 96 ##9 ?,Who has the 2000 tax return file for 969 ?
43926,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],4,4,Third-Person Present Tense Verb,"the 2000 tax return has no income , assets , or lia ##bilities .","The 2000 tax return has no income , assets , or liabilities ."
43952,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],1,1,Third-Person Present Tense Verb,"there is a corporate data sheet for this company , but this entity seems to have been inactive since it ' s creation .","There is a corporate data sheet for this company , but this entity seems to have been inactive since it 's creation ."
44090,appears,appear,VERB,,Sing,3,Pres,,,1,['appears'],[3544],6,6,Third-Person Present Tense Verb,"despite the name , this entity appears to be a mt ##m company .","Despite the name , this entity appears to be a MTM company ."
44116,financials,financial,NOUN,,Plur,,,,,1,"['financial', '##s']","[3361, 2015]",2,3,Plural Noun,"per september financial ##s , this company has about $ 3 m of mt ##m and about $ 8 k of expenses , nothing else .","Per September financials , this company has about $ 3 M of MTM and about $ 8 K of expenses , nothing else ."
44140,Rolls,roll,VERB,,Sing,3,Pres,,,1,['rolls'],[9372],0,0,Third-Person Present Tense Verb,"rolls up to cherokee finance vo ##f , a cf ##c .","Rolls up to Cherokee Finance VOF , a CFC ."
44150,artists,artist,NOUN,,Plur,,,,,1,['artists'],[3324],16,16,Plural Noun,my concept is that over time i would like to own one of all the following artists and they are all depending when i find something that we really like .,My concept is that over time I would like to own one of all the following artists and they are all depending when I find something that we really like .
44367,goes,go,VERB,,Sing,3,Pres,,,2,['goes'],[3632],4,4,Third-Person Present Tense Verb,"this friday - michael goes for a visit at st . francis , which may be his new school ( so far , so good ) .","This Friday - Michael goes for a visit at St. Francis , which may be his new school ( so far , so good ) ."
44445,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],1,1,Third-Person Present Tense Verb,"neil has a meeting in san antonio ( usually it is in miami , san francisco , phoenix - not so great this year ) .","Neil has a meeting in San Antonio ( usually it is in Miami , San Francisco , Phoenix - not so great this year ) ."
44523,means,mean,VERB,,Sing,3,Pres,,,1,['means'],[2965],1,1,Third-Person Present Tense Verb,this means we wo n ' t be in town for the com ##pa ##q thing .,This means we wo n't be in town for the Compaq thing .
44549,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],2,2,Third-Person Present Tense Verb,"if anyone has it handy , it could speed things up for me .","If anyone has it handy , it could speed things up for me ."
44633,contracts,contract,NOUN,,Plur,,,,,1,['contracts'],[8311],5,5,Plural Noun,"on the issue of the contracts , the draft says that the $ 170 m is paid when the ep ##c contract is signed .","On the issue of the contracts , the draft says that the $ 170 m is paid when the EPC contract is signed ."
44777,reacts,react,NOUN,,Plur,,,,,1,['reacts'],[27325],5,5,Plural Noun,"based on how cr ##ra reacts , i would make an ultimate determination if the agreement needs to be attached to the lo ##i .","Based on how CRRA reacts , I would make an ultimate determination if the agreement needs to be attached to the LOI ."
44938,hauls,haul,VERB,,Sing,3,Pres,,,1,"['haul', '##s']","[14655, 2015]",8,9,Third-Person Present Tense Verb,your mama is so fat : when she haul ##s ass she has to make two trips .,Your mama is so fat : When she hauls ass she has to make two trips .
45040,dances,dance,VERB,,Sing,3,Pres,,,1,['dances'],[11278],2,2,Third-Person Present Tense Verb,when she dances she makes the band skip .,When she dances she makes the band skip .
45067,goes,go,VERB,,Sing,3,Pres,,,2,['goes'],[3632],2,2,Third-Person Present Tense Verb,when she goes to the zoo the elephants throw her peanuts .,When she goes to the zoo the elephants throw her peanuts .
45091,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],1,1,Third-Person Present Tense Verb,she has to iron her pants on the driveway .,She has to iron her pants on the driveway .
45111,looks,look,VERB,,Sing,3,Pres,,,1,['looks'],[3504],5,5,Third-Person Present Tense Verb,the back of her neck looks like a pack of hot dogs .,The back of her neck looks like a pack of hot dogs .
45124,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],16,16,Third-Person Present Tense Verb,i told him i told you to call him back and at least hear what he has to say .,I told him I told you to call him back and at least hear what he has to say .
45244,says,say,VERB,,Sing,3,Pres,,,1,['says'],[2758],2,2,Third-Person Present Tense Verb,ryan watt says high .,Ryan Watt says high .
45249,sounds,sound,VERB,,Sing,3,Pres,,,1,['sounds'],[4165],2,2,Third-Person Present Tense Verb,late jan sounds great .,Late Jan sounds great .
45259,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",22,23,Genitive Case,"is there an article to be included in an en ##ron publication and in addition a letter to be sent under john ' s name ( if so , to whom will the letter be sent ) ?","Is there an article to be included in an Enron publication and in addition a letter to be sent under John 's name ( if so , to whom will the letter be sent ) ?"
45583,standards,standard,NOUN,,Plur,,,,,1,['standards'],[4781],3,3,Plural Noun,"with these operating standards implemented worldwide , we will know as operations professionals that risk is being mit ##igate ##d and we will be able to ensure en ##ron top management that there is consistency in operating standards worldwide .","With these operating standards implemented worldwide , we will know as operations professionals that risk is being mitigated and we will be able to ensure Enron top management that there is consistency in operating standards worldwide ."
45990,comes,come,VERB,,Sing,3,Pres,,,1,['comes'],[3310],16,16,Third-Person Present Tense Verb,i am not sure from the article as written that the global nature of this effort comes across .,I am not sure from the article as written that the global nature of this effort comes across .
46085,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],1,1,Third-Person Present Tense Verb,there is much work to do in defining the content and regular ##ity of the report and even more work to do to identify reliable sources of data for compiling the report .,There is much work to do in defining the content and regularity of the report and even more work to do to identify reliable sources of data for compiling the report .
46405,looks,look,VERB,,Sing,3,Pres,,,1,['looks'],[3504],4,4,Third-Person Present Tense Verb,sorry that this response looks so long .,Sorry that this response looks so long .
46429,times,time,NOUN,,Plur,,,,,1,['times'],[2335],5,5,Plural Noun,"i have been interrupted 20 times while responding , so i hope that it makes sense .","I have been interrupted 20 times while responding , so I hope that it makes sense ."
46548,enjoys,enjoy,VERB,,Sing,3,Pres,,,1,['enjoys'],[15646],8,8,Third-Person Present Tense Verb,i just wanted sue to hear ( she enjoys utility bash ##ing so much ) .,I just wanted Sue to hear ( she enjoys utility bashing so much ) .
46608,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],46,46,Third-Person Present Tense Verb,"given the short notice , we will politely decline to participate at the hearing on monday , but will let the good senator know that , in general , we intend to engage actively in the process and plan to help california find a solution that works for everybody .","Given the short notice , we will politely decline to participate at the hearing on Monday , but will let the good Senator know that , in general , we intend to engage actively in the process and plan to help California find a solution that works for everybody ."
47308,means,mean,VERB,,Sing,3,Pres,,,1,['means'],[2965],1,1,Third-Person Present Tense Verb,this means that messages initiated at corp and intended for the entire en ##ron organization will not reach any business units outside the corp domain .,This means that messages initiated at Corp and intended for the entire Enron organization will not reach any business units outside the Corp domain .
47408,messages,message,NOUN,,Plur,,,,,1,['messages'],[7696],1,1,Plural Noun,"no messages will reach the ee ##s organization unless ibm agrees not to use their proprietary message delivery tool , web ##sphere , and will use web ##logic instead .","No messages will reach the EES organization unless IBM agrees not to use their proprietary message delivery tool , WebSphere , and will use WebLogic instead ."
47543,means,mean,VERB,,Sing,3,Pres,,,1,['means'],[2965],1,1,Third-Person Present Tense Verb,"this means that i could be away from the office for several days and miss a message entirely , because it would have expired and disappeared by the time i returned .","This means that I could be away from the office for several days and miss a message entirely , because it would have expired and disappeared by the time I returned ."
47767,members,member,NOUN,,Plur,,,,,1,['members'],[2372],7,7,Plural Noun,"the plain fact is that a few members of it are pushing this initiative , but they lack commercial sponsorship .","The plain fact is that a few members of IT are pushing this initiative , but they lack commercial sponsorship ."
47851,follows,follow,VERB,,Sing,3,Pres,,,1,['follows'],[4076],10,10,Third-Person Present Tense Verb,please be advised that i have set the call as follows :,Please be advised that I have set the call as follows :
47923,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,it ' s did you watch your girl on tv last night ?,it 's did you watch your girl on tv last night ?
47947,wants,want,VERB,,Sing,3,Pres,,,1,['wants'],[4122],11,11,Third-Person Present Tense Verb,i will probably be calling you next week - the desk wants me to become more involved in regulatory updates so i will seek your assistance with this matter .,I will probably be calling you next week - the desk wants me to become more involved in regulatory updates so I will seek your assistance with this matter .
48187,objects,object,VERB,,Sing,3,Pres,,,1,['objects'],[5200],3,3,Third-Person Present Tense Verb,"if no one objects , i will be the lead coordinator on florida starting tomorrow .","If no one objects , I will be the lead coordinator on Florida starting tomorrow ."
