,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
7380,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,let him walk in and out for a few days .,Let him walk in and out for a few days .
7391,acts,act,VERB,,Sing,3,Pres,,,1,['acts'],[4490],11,11,Third-Person Present Tense Verb,open the door and let him out and see how he acts .,Open the door and let him out and see how he acts .
7404,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"with going outside , put the leash on and just take him for a walk .","With going outside , put the leash on and just take him for a walk ."
7420,knows,know,VERB,,Sing,3,Pres,,,1,['knows'],[4282],11,11,Third-Person Present Tense Verb,"have patience with him , you just got him and who knows how he was treated before you brought him home .","Have patience with him , you just got him and who knows how he was treated before you brought him home ."
7464,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",11,12,Genitive Case,i got a riding lesson today on one of my boss ' s fin ##o horses and it made me realize just how un ##stead ##y my left leg is .,I got a riding lesson today on one of my boss 's fino horses and it made me realize just how unsteady my left leg is .
7491,x,x,NOUN,,Plur,,,,,0,['x'],[1060],4,4,Plural Noun,they did nt take x - rays they offered them but i just could nt afford any more treatment .,They did nt take x - rays they offered them but i just could nt afford any more treatment .
7511,thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],29,29,Plural Noun,i went home at lunch to check on him and he is doing 1000 et ##ter he was actually walk ##in around and wa ##gin his tail : ) thanks ever ##body for the info it s greatly appreciated .,I went home at lunch to check on him and he is doing 1000 etter he was actually walkin around and wagin his tail :) thanks everbody for the info it s greatly appreciated .
7546,shows,show,VERB,,Sing,3,Pres,,,1,['shows'],[3065],4,4,Third-Person Present Tense Verb,"3 ) if he shows no interest in water , then take him back to your vet .","3 ) If he shows no interest in water , then take him back to your vet ."
7564,parties,party,NOUN,,Plur,,,,,2,['parties'],[4243],6,6,Plural Noun,"however , when we are at parties or when they are people around she seems to ignore me .","However , when we are at parties or when they are people around she seems to ignore me ."
7583,thinks,think,VERB,,Sing,3,Pres,,,1,['thinks'],[6732],2,2,Third-Person Present Tense Verb,my mind thinks she has no interest in me and just string ##ing me along .,My mind thinks she has no interest in me and just stringing me along .
7598,refuses,refuse,VERB,,Sing,3,Pres,,,1,['refuses'],[10220],13,13,Third-Person Present Tense Verb,i have tried everything i can to get him to eat but he refuses .,i have tried EVERYTHING i can to get him to eat but he refuses .
7613,days,day,NOUN,,Plur,,,,,1,['days'],[2420],5,5,Plural Noun,i handle him every few days .,i handle him every few days .
7620,for,for,ADP,,,,,,,0,['for'],[2005],16,16,Causal-Final Case,i have tried putting him in a small container and putting him in a dark place for an hour or so and he wo n ' t touch the pink ##y .,i have tried putting him in a small container and putting him in a dark place for an hour or so and he wo n't touch the pinky .
7678,crawls,crawl,VERB,,Sing,3,Pres,,,1,"['crawl', '##s']","[13529, 2015]",1,2,Third-Person Present Tense Verb,he crawl ##s on top of them but does not try to eat them .,he crawls on top of them but does not try to eat them .
7692,pinkies,pinkie,NOUN,,Plur,,,,,1,"['pink', '##ies']","[5061, 3111]",11,12,Plural Noun,"i have tried "" brain ##ing "" both live and dead pink ##ies , and bloody ##ing them up to get his attention , but he does n ' t care .","i have tried "" braining "" both live and dead pinkies , and bloodying them up to get his attention , but he does n't care ."
7719,into,into,ADP,,,,,,,0,['into'],[2046],5,5,Translative Case,"you have brought someone else into his territory , and he needs to be reminded that you still love him , and support his claim to his space .","you have brought someone else into his territory , and he needs to be reminded that you still love him , and support his claim to his space ."
7748,cries,cry,NOUN,,Plur,,,,,2,['cries'],[12842],6,6,Plural Noun,"if they bite , and one cries , you must separate them , and you must keep an eye on them .","if they bite , and one cries , you must separate them , and you must keep an eye on them ."
7770,happens,happen,VERB,,Sing,3,Pres,,,1,['happens'],[6433],2,2,Third-Person Present Tense Verb,"if that happens , separate them , and give them time apart .","if that happens , separate them , and give them time apart ."
7783,years,year,NOUN,,Plur,,,,,1,['years'],[2086],17,17,Plural Noun,he refused to believe them and ordered the military to win the war within two to three years ( before the next election in 1968 ) .,He refused to believe them and ordered the military to win the war within two to three years ( before the next election in 1968 ) .
7810,people,people,NOUN,,Plur,,,,,0,['people'],[2111],1,1,Plural Noun,"the people rejected their attempt to top ##ple the government , and for all intent ##s and purposes the us military ( and the ar ##vn ) handed johnson the victory he had ordered them to achieve within the time - frame he ordered it .","The people rejected their attempt to topple the government , and for all intents and purposes the US military ( and the ARVN ) handed Johnson the victory he had ordered them to achieve within the time - frame he ordered it ."
7853,says,say,VERB,,Sing,3,Pres,,,1,['says'],[2758],8,8,Third-Person Present Tense Verb,i have a bas ##king spot lamp that says it is a double reflect ##or that focuses 35 % more light / heat and provides beneficial uv ##a rays important to the psycho ##lica ##l well - being of him .,I have a basking spot lamp that says it is a double reflector that focuses 35 % more light / heat and provides beneficial UVA rays important to the psycholical well - being of him .
7889,reptiles,reptile,VERB,,Sing,3,Pres,,,1,['reptiles'],[20978],23,23,Third-Person Present Tense Verb,"let me try to break this down as simply as i can : di ##urn ##al ( active during the day time ) reptiles like the bearded dragon require 3 types of "" light , "" uv ##a , uv ##b , and heat .","Let me try to break this down as simply as I can : diurnal ( active during the day time ) reptiles like the bearded dragon require 3 types of "" light , "" UVA , UVB , and heat ."
7930,weeks,week,NOUN,,Plur,,,,,1,['weeks'],[3134],4,4,Plural Noun,after a couple of weeks i got tired of them .,After a couple of weeks I got tired of them .
7941,days,day,NOUN,,Plur,,,,,1,['days'],[2420],6,6,Plural Noun,i tame ##d them in 4 days .,I tamed them in 4 days .
7948,loves,love,VERB,,Sing,3,Pres,,,1,['loves'],[7459],3,3,Third-Person Present Tense Verb,the whole family loves them .,The whole family loves them .
7954,results,result,NOUN,,Plur,,,,,1,['results'],[3463],15,15,Plural Noun,my mom told me how to tame them and i was very happy with the results .,My mom told me how to tame them and I was very happy with the results .
7971,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,leave them in there with food and water and such for about 2 hours .,Leave them in there with food and water and such for about 2 hours .
7986,babies,baby,NOUN,,Plur,,,,,2,['babies'],[10834],15,15,Plural Noun,can you tell me the whole process of breeding them and taking care of the babies ?,Can you tell me the whole process of breeding them and taking care of the babies ?
8003,ways,way,NOUN,,Plur,,,,,1,['ways'],[3971],4,4,Plural Noun,"there are a couple ways one could spawn line ##atus - mo ##p spawning & water inc ##uba ##ting them for two weeks , picking eggs from a mo ##p & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there .","There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there ."
8171,females,female,NOUN,,Plur,,,,,1,['females'],[3801],13,13,Plural Noun,"if you have the room to separate the male ( s ) & females ( s ) , & feed them well on live foods , ( assuming that you are doing weekly 50 % water changes ) when you put them together they will leave a lot more eggs .","If you have the room to separate the male ( s ) & females ( s ) , & feed them well on live foods , ( assuming that you are doing weekly 50 % water changes ) when you put them together they will leave a lot more eggs ."
8222,killies,killie,NOUN,,Plur,,,,,1,"['kill', '##ies']","[3102, 3111]",9,10,Plural Noun,separating a pair some time before a show ( kill ##ies are usually shown & judged & often sold as pairs ) will encourage them to court and show their best colors .,Separating a pair some time before a show ( killies are usually shown & judged & often sold as pairs ) will encourage them to court and show their best colors .
8254,hugs,hug,VERB,,Sing,3,Pres,,,1,['hugs'],[24459],2,2,Third-Person Present Tense Verb,"he always hugs me when he comes , but he gave me at least 5 tight , long , back rubbing hugs while he was there .","He always hugs me when he comes , but he gave me at least 5 tight , long , back rubbing hugs while he was there ."
8308,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"ok , well as far as him being a bad far ##rier for leaving a nail out - that is not the case , they are extremely well known far ##rier ##s in the area .","Ok , well as far as him being a bad farrier for leaving a nail out - That is not the case , they are extremely well known farriers in the area ."
8341,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,"ok , calm down , it ' s not like he ' s some stranger that came up and gr ##oped me lo ##l .","Ok , calm down , it 's not like he 's some stranger that came up and groped me lol ."
8362,gives,give,VERB,,Sing,3,Pres,,,1,['gives'],[3957],12,12,Third-Person Present Tense Verb,"wow he does sound interested in you , my far ##rier never gives me hugs like that ( probably a good thing as he has a wife and 2 kids ) anyway , i find that they can be very busy so i would wait a week lo ##9 ##nger and if still no reply give him a call but do n ’ t leave a message so you do n ’ t have to necessarily wait for him to call .","Wow he does sound interested in you , my farrier never gives me hugs like that ( probably a good thing as he has a wife and 2 kids ) anyway , I find that they can be very busy so I would wait a week lo9nger and if still no reply give him a call but do n’t leave a message so you do n’t have to necessarily wait for him to call ."
8512,nails,nail,NOUN,,Plur,,,,,1,['nails'],[10063],1,1,Plural Noun,leaving nails out so you ' ll call and have him come back out later ?,Leaving nails out so you 'll call and have him come back out later ?
8527,trainers,trainer,NOUN,,Plur,,,,,1,['trainers'],[21992],6,6,Plural Noun,so i sent him to the trainers the first of september to be started on the barrels .,So I sent him to the trainers the first of September to be started on the barrels .
8545,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],8,8,Third-Person Present Tense Verb,had him to a dentist yesterday and there is no teeth problems .,Had him to a dentist yesterday and there is no teeth problems .
8558,for,for,ADP,,,,,,,0,['for'],[2005],21,21,Causal-Final Case,"i will be getting with my vet first and if i do get him , have the spinal fluid test done for ep ##m and a ti ##ter test .","I will be getting with my vet first and if I do get him , have the spinal fluid test done for EPM and a titer test ."
8586,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",10,11,Genitive Case,i will also be having my other vet up who ' s a chi ##ro & ac ##up ##un ##ct ##uri ##st to evaluate him for wo ##bble ##rs .,I will also be having my other vet up who 's a chiro & acupuncturist to evaluate him for wobblers .
8607,ants,ant,NOUN,,Plur,,,,,1,['ants'],[16111],3,3,Plural Noun,because of the ants i dropped them to a 3 star .,Because of the ants I dropped them to a 3 star .
8619,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,"i phone ##d this company for advice on our office ref ##ur ##b and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using p ##j ##c as our electrical maintenance contractor .","I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor ."
8677,puts,put,VERB,,Sing,3,Pres,,,1,['puts'],[8509],8,8,Third-Person Present Tense Verb,marek d ##zi ##da the owner and photographer puts whole heart in his business - if you are into old fashion ( not digital ) quality photography this is best place in long beach as i think not many folks can do affordable traditional photos anymore i know marek personal ##y and i will always recommend him,Marek Dzida the owner and photographer puts whole heart in his business - If you are into old fashion ( Not Digital ) quality photography this is best place in Long Beach as I think not many folks can do affordable traditional photos anymore I know Marek personaly and I will always recommend him
8731,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,the staff was very helpful and gave me exactly what i needed for my first time ball ##erina .,The staff was very helpful and gave me exactly what I needed for my first time ballerina .
8749,properties,property,NOUN,,Plur,,,,,2,['properties'],[5144],12,12,Plural Noun,since then we have decided to have them manage our other investment properties as well as we getting older and can no longer perform all the in ##qui ##res .,Since then we have decided to have them manage our other investment properties as well as we getting older and can no longer perform all the inquires .
8777,visits,visit,NOUN,,Plur,,,,,1,['visits'],[7879],7,7,Plural Noun,it took the vigor team only 4 visits to get me feeling normal !,It took the Vigor team only 4 visits to get me feeling normal !
8805,panes,pane,NOUN,,Plur,,,,,1,"['pan', '##es']","[6090, 2229]",2,3,Plural Noun,our window pan ##es were so dirty that they needed a specialist to come and clean them .,Our window panes were so dirty that they needed a specialist to come and clean them .
8822,companies,company,NOUN,,Plur,,,,,2,['companies'],[3316],3,3,Plural Noun,we called few companies before we decide to hire them .,We called few companies before we decide to hire them .
8833,problems,problem,NOUN,,Plur,,,,,1,['problems'],[3471],4,4,Plural Noun,"if you have some problems with your windows , you should call them .","If you have some problems with your windows , you should call them ."
8847,into,into,ADP,,,,,,,0,['into'],[2046],11,11,Translative Case,they spent a lot of time with me and got me into a great pair of shoes .,They spent a lot of time with me and got me into a great pair of shoes .
8865,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,i called them for an estimate and they insulted me when i ask them questions .,I called them for an estimate and they INSULTED ME WHEN I ASK THEM QUESTIONS .
8881,for,for,ADP,,,,,,,0,['for'],[2005],21,21,Causal-Final Case,i am hiring them to come once a week now that they got my house to where they can maintain it for only an hour and a half every two weeks !,I am hiring them to come once a week now that they got my house to where they can maintain it for only an hour and a half every two weeks !
8945,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,i would recommend them for any custom lighting or lighting repair and restoration chicago,I would recommend them for any custom lighting or Lighting Repair and Restoration Chicago
8959,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],3,3,Third-Person Present Tense Verb,if your coach has no fights and you never see him train and sweat something is wrong !,If your coach has no fights and you never see him train and sweat something is wrong !
8977,people,people,NOUN,,Plur,,,,,0,['people'],[2111],8,8,Plural Noun,"anna marie and gov ##ind are very sweet people , and the minute you steep into their school , the calm loving atmosphere takes over , and tension and worries stay outside in the street , whether or not you pick them up again after class is probably a question of practice .","Anna Marie and Govind are very sweet people , and the minute you steep into their school , the calm loving atmosphere takes over , and tension and worries stay outside in the street , whether or not you pick them up again after class is probably a question of practice ."
9029,tests,test,NOUN,,Plur,,,,,1,['tests'],[5852],6,6,Plural Noun,"they interviewed me , gave me tests in the software i included on my resume , and placed me in a position that i kept for several years .","They interviewed me , gave me tests in the software I included on my resume , and placed me in a position that I kept for several years ."
9087,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,"i guess they figured me for an easy mark , and tried to explain that my car would n ' t pass unless i replaced a hose .","I guess they figured me for an easy mark , and tried to explain that my car would n't pass unless I replaced a hose ."
9113,issues,issue,NOUN,,Plur,,,,,1,['issues'],[3314],3,3,Plural Noun,"chasing them on issues from the day i moved in ( many of them still un ##res ##olved as i left ) to all sorts of far ##cic ##al issues with funds , after i left . . . . as soon as i could .","Chasing them on issues from the day I moved in ( many of them still unresolved as I left ) to all sorts of farcical issues with funds , after I left . . . . as soon as I could ."
9155,reviewers,reviewer,NOUN,,Plur,,,,,1,['reviewers'],[15814],7,7,Plural Noun,it led me to believe that the reviewers simply had difficulty to ##ler ##ating people with strongly - accent ##ed english .,It led me to believe that the reviewers simply had difficulty tolerating people with strongly - accented English .
9174,ones,one,NOUN,,Plur,,,,,1,['ones'],[3924],12,12,Plural Noun,their sense of humour and calm ##ness when dealing with the little ones ama ##zes me every time i walk in .,Their sense of humour and calmness when dealing with the little ones amazes me every time I walk in .
9194,hours,hour,NOUN,,Plur,,,,,1,['hours'],[2847],16,16,Plural Noun,"excellent service , not only did they get the exact car i wanted win in 48 hours but the sales man also took me out to lunch .","Excellent service , Not only did they get the exact car I wanted win in 48 hours but the sales man also took me out to lunch ."
9222,for,for,ADP,,,,,,,0,['for'],[2005],13,13,Causal-Final Case,the first time i used them they arrived on time and towed car for me to the destination i needed .,The first time I used them they arrived on time and towed car for me to the destination I needed .
9243,contractors,contractor,NOUN,,Plur,,,,,1,['contractors'],[16728],10,10,Plural Noun,"prominent builders in new jersey are one the best building contractors , i was referred to them by my friend , i am so glad i used them for my home renovation , and addition .","Prominent Builders in New Jersey are one the best building contractors , I was referred to them by my friend , I am so glad I used them for my Home renovation , and addition ."
9279,owners,owner,NOUN,,Plur,,,,,1,['owners'],[5608],3,3,Plural Noun,"mike one of owners was awesome , he explained the detailed plan , and executed on time , i am always going use them and refer them to many friends i can because of the great job they did me .","Mike one of owners was awesome , he explained the detailed plan , and executed on time , I am always going use them and refer them to many friends I can because of the great job they did me ."
9361,pages,page,NOUN,,Plur,,,,,1,['pages'],[5530],2,2,Plural Noun,the white pages allowed me to get in touch with parents of my high school friends so that i could track people down one by one and the restaurant section is basically my cook ##book .,The white pages allowed me to get in touch with parents of my high school friends so that I could track people down one by one and the restaurant section is basically my cookbook .
9431,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,so they were going to charge him for new pe ##ddle ##s and proceeded to put them on without even telling him the price .,So they were going to charge him for new peddles and proceeded to put them on without even telling him the price .
9454,options,option,NOUN,,Plur,,,,,1,['options'],[7047],13,13,Plural Noun,made an appointment to have them come to the house to discuss curtain options and give an estimate .,Made an appointment to have them come to the house to discuss curtain options and give an estimate .
9492,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,thank you for helping me get more healthy !,Thank you for helping me get more healthy !
9510,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"dr . ru ##ona , if you read this , thank you for helping me get more healthy .","Dr. Ruona , if you read this , thank you for helping me get more healthy ."
9544,attracts,attract,VERB,,Sing,3,Pres,,,1,['attracts'],[17771],4,4,Third-Person Present Tense Verb,"bud ##dak ##an inevitably attracts the majority of its guests simply because of its association with steven starr , but that does n ' t impress me .","Buddakan inevitably attracts the majority of its guests simply because of its association with Steven Starr , but that does n't impress me ."
9568,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],4,4,Third-Person Present Tense Verb,i just discovered her has a place right near my work ( color me ph ##at ) if you are looking for a roma ##tic place with the best food and service in the valley giovanni ri ##stor ##ante should be your number 1 + 2 choice .,I just discovered her has a place right near my work ( Color me Phat ) If you are looking for a romatic place with the best food and service in the valley Giovanni Ristorante should be your number 1 + 2 choice .
9656,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"i have lived in the utc la jo ##lla area for many years , and i never new this salon was here until a friend ref ##fer ##ed me to see holly here .","I have lived in the UTC La Jolla area for many years , and I never new this salon was here until a friend reffered me to see Holly here ."
9687,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",13,14,Genitive Case,"she guided me through a very difficult period dealing with a family member ' s suicide , coupled with elder abuse .","She guided me through a very difficult period dealing with a family member 's suicide , coupled with elder abuse ."
9708,for,for,ADP,,,,,,,0,['for'],[2005],26,26,Causal-Final Case,"i explained that i was already on my way and i would rush to get there as soon as i could because i needed my car for work at 5 am , but the guy was arguing with me saying he was go ##n na lock the doors right at 5 : 30 .","I explained that i was already on my way and i would rush to get there as soon as i could because i needed my car for work at 5 am , but the guy was arguing with me saying he was gon na lock the doors right at 5:30 ."
9759,flowers,flower,NOUN,,Plur,,,,,1,['flowers'],[4870],1,1,Plural Noun,"the flowers were all that i hoped they would be , i have attended several funeral ##s of late unfortunately and the flowers i rec ##ie ##ved from ana outs ##hone them all .","The flowers were all that I hoped they would be , I have attended several funerals of late unfortunately and the flowers I recieved from Ana outshone them all ."
9789,products,product,NOUN,,Plur,,,,,1,['products'],[3688],2,2,Plural Noun,she recommended products but absolutely did n ' t pressure me to buy .,She recommended products but absolutely did n't pressure me to buy .
9801,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,me and my dad where in nj for a kc chiefs ( my home team ) vs the ny jets and for game 4 of the world series .,me and my dad where in NJ for a kc chiefs ( my home team ) vs the NY jets and for game 4 of the world series .
9830,children,child,NOUN,,Plur,,,,,3,['children'],[2336],5,5,Plural Noun,she basically said if the children getting off the bus are n ' t paying to enter her building she was going to let them wander around the streets .,She basically said if the children getting off the bus are n't paying to enter her building she was going to let them wander around the streets .
9858,treatments,treatment,NOUN,,Plur,,,,,1,['treatments'],[13441],11,11,Plural Noun,he instant ##aneous ##ly put me at ease and his ongoing treatments have been absolutely pain free .,He instantaneously put me at ease and his ongoing treatments have been absolutely pain free .
9874,patients,patient,NOUN,,Plur,,,,,1,['patients'],[5022],25,25,Plural Noun,"in addition to the core treatment , dr nelson has impressed me further with his concern and interest in the well - being of his patients – his dental work under ##pin ##ned by a strong duty of care to every patient .","In addition to the core treatment , Dr Nelson has impressed me further with his concern and interest in the well - being of his patients – his dental work underpinned by a strong duty of care to every patient ."
9915,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,"i hate to say check them out just for the salsa , but james , i need another jar badly : ) all kidding aside , they are a very good company , i have a hard time giving any service bi ##z a 5 star review but they came close .","I hate to say check them out just for the salsa , but James , I NEED another jar badly :) All kidding aside , they are a very good company , I have a hard time giving any service biz a 5 star review but they came close ."
9965,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,"and the salsa , be sure to ask for a jar and have plenty of chips around , you will need them . . . . .","And the salsa , be sure to ask for a jar and have plenty of chips around , you will need them ....."
9988,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,"if you take him here for shots , no big deal but i would never let this man apply an ##est ##hetic to my pet ever again .","If you take him here for shots , no big deal but I would never let this man apply anesthetic to my pet ever again ."
10014,models,model,NOUN,,Plur,,,,,1,['models'],[4275],7,7,Plural Noun,you have to bring in your own models and they have to pay for you to use them if you do nt then you can graduate !,You have to bring in your own models and they have to pay for you to use them if you do nt then you can graduate !
10041,knows,know,VERB,,Sing,3,Pres,,,1,['knows'],[4282],1,1,Third-Person Present Tense Verb,who knows how much they want me to pay to fix this thing .,Who knows how much they want me to pay to fix this thing .
10055,times,time,NOUN,,Plur,,,,,1,['times'],[2335],15,15,Plural Noun,but she did a fabulous job letting me know what she was doing at all times and styled my hair in a way i could do it at home .,But she did a fabulous job letting me know what she was doing at all times and styled my hair in a way i could do it at home .
10085,friends,friend,NOUN,,Plur,,,,,1,['friends'],[2814],28,28,Plural Noun,"we can not wait to go back to santa fe and to this great b & b . . . especially my 4 year old , who made friends with ms . sue and all the ladies , and has talked about them since we left !","We can not wait to go back to Santa Fe and to this great B&B ... especially my 4 year old , who made friends with Ms. Sue and all the ladies , and has talked about them since we left !"
10127,pedicures,pedicure,NOUN,,Plur,,,,,1,"['pe', '##dic', '##ures']","[21877, 14808, 14900]",14,16,Plural Noun,"first let me start out by saying , that i have had very nice pe ##dic ##ures at lovely nails on military road .","First let me start out by saying , that I have had very nice pedicures at Lovely Nails on Military Road ."
10149,requests,request,NOUN,,Plur,,,,,1,['requests'],[11186],14,14,Plural Noun,so we did n ' t expect them to even know some of the requests that we asked that night .,So we did n't expect them to even know some of the requests that we asked that night .
10168,days,day,NOUN,,Plur,,,,,1,['days'],[2420],38,38,Plural Noun,"but i had my cat spa ##yed through their reduced / free spa ##y and ne ##uter program and the vet they sent us to was first of all a hour and a half away , and 4 days later we had to bring them to our normal vet because the vet ##s at the place in wisconsin did a crap ##py job and they got infections .","But I had my cat spayed through their reduced / free spay and neuter program and the vet they sent us to was first of all a hour and a half away , and 4 days later we had to bring them to our normal vet because the vets at the place in wisconsin did a crappy job and they got infections ."
10231,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",27,28,Genitive Case,"although i ' ll have to drive a little out of my way to go there , i ' ll gladly do it knowing that since she ' s been as ##tou ##nding to me once before that she ' ll always be that way !","Although I 'll have to drive a little out of my way to go there , I 'll gladly do it knowing that since she 's been astounding to me once before that she 'll always be that way !"
10271,cravings,craving,NOUN,,Plur,,,,,1,"['craving', '##s']","[26369, 2015]",5,6,Plural Noun,"before treatment , my food craving ##s were "" out of control "" which caused me to be stressed out .","Before treatment , my food cravings were "" out of control "" which caused me to be stressed out ."
10311,heels,heel,NOUN,,Plur,,,,,1,['heels'],[8265],21,21,Plural Noun,"we got to talking and he got me set up and i test drove with craig and i fell head over heels for this car all i kept saying , "" was i got ta have it ! ""","We got to talking and he got me set up and I test drove with Craig and I fell head over heels for this car all I kept saying , "" was I got ta have it ! """
10389,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,we have to leave him at the vet for 3 days and i was told to call for check ups as often as i wished that no matter how many times i called i would not ann ##oy them .,We have to leave him at the vet for 3 days and I was told to call for check ups as often as I wished that no matter how many times I called I would not annoy them .
10467,hours,hour,NOUN,,Plur,,,,,1,['hours'],[2847],4,4,Plural Noun,i live nearly two hours away and yet i will still make the drive to see them !,I live nearly two hours away and yet I will still make the drive to see them !
10485,apologies,apology,NOUN,,Plur,,,,,2,['apologies'],[25380],5,5,Plural Noun,"this little drip offered no apologies whatsoever , and even refused to give me the name of the manager until i pressed him for it 3 times .","This little drip offered no apologies whatsoever , and even refused to give me the name of the manager until I pressed him for it 3 times ."
10513,results,result,NOUN,,Plur,,,,,1,['results'],[3463],9,9,Plural Noun,"also , i was promised to have my test results email ##ed to me , but it never happened , and after a few attempts to get dr . romani ##ck on the phone to brief me on my condition , i finally gave up and went to a different doctor .","Also , I was promised to have my test results emailed to me , but it never happened , and after a few attempts to get Dr. Romanick on the phone to brief me on my condition , I finally gave up and went to a different doctor ."
10562,hours,hour,NOUN,,Plur,,,,,1,['hours'],[2847],6,6,Plural Noun,i called them back a few hours after putting my bo ##dhi down and they still would n ' t budge .,I called them back a few hours after putting my Bodhi down and they still would n't budge .
10581,for,for,ADP,,,,,,,0,['for'],[2005],11,11,Causal-Final Case,i was told management would call me back but still waiting for that call .,I was told management would call me back but still waiting for that call .
10596,for,for,ADP,,,,,,,0,['for'],[2005],18,18,Causal-Final Case,i will never go back to this place and i am reporting them to the better business bureau for such horrible customer relations and basically sa ##bot ##aging my pizza and taking my $ 25 .,I will never go back to this place and I am reporting them to the better business bureau for such horrible customer relations and basically sabotaging my pizza and taking my $ 25 .
10630,amazes,amaze,VERB,,Sing,3,Pres,,,1,"['ama', '##zes']","[25933, 11254]",10,11,Third-Person Present Tense Verb,i have to say the value of this place always ama ##zes me .,I have to say the value of this place always amazes me .
10643,things,thing,NOUN,,Plur,,,,,1,['things'],[2477],4,4,Plural Noun,i had hear great things about ph ##et and g & g automotive so i decided to give him a try .,I had hear great things about Phet and G&G Automotive so I decided to give him a try .
10662,for,for,ADP,,,,,,,0,['for'],[2005],32,32,Causal-Final Case,"also , a week after the work , ph ##et called me up to see how my car was running and to let me know that they had accidentally over ##charged me for part of the work and wanted to give me a ref ##und for that amount .","Also , a week after the work , Phet called me up to see how my car was running and to let me know that they had accidentally overcharged me for part of the work and wanted to give me a refund for that amount ."
10754,questions,question,NOUN,,Plur,,,,,1,['questions'],[3980],27,27,Plural Noun,"the owner was very rude , accused me of not reading my contract , and basically told me to shut up when i was trying to ask questions to further understand the process of cancel ##ing my membership .","The owner was VERY rude , accused me of not reading my contract , and basically told me to shut up when I was trying to ask questions to further understand the process of canceling my membership ."
10830,stylists,stylist,NOUN,,Plur,,,,,1,"['st', '##yl', '##ists']","[2358, 8516, 5130]",2,4,Plural Noun,"the other st ##yl ##ists around me kept press ##uring me saying he ' s so wonderful , you ' re going to love your hair .","The other stylists around me kept pressuring me saying he 's so wonderful , you 're going to love your hair ."
10852,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"then one day , ahmed left the country , not to return for months , without informing me .","Then one day , Ahmed left the country , not to return for months , WITHOUT informing me ."
10871,drawers,drawer,NOUN,,Plur,,,,,1,['drawers'],[22497],40,40,Plural Noun,"after complaining on september 10th to national home furnishings , boyle ##s , the hickory furniture mart and home delivery service the latter finally called me back and said they would be up to pick the dresser and chest of drawers at some future point and at some later point it would be professional repaired and at some later point it would be returned .","After complaining on September 10th to National Home Furnishings , Boyles , the Hickory Furniture Mart and Home Delivery Service the latter finally called me back and said they would be up to pick the dresser and chest of drawers at some future point and at some later point it would be professional repaired and at some later point it would be returned ."
